GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van:","Margin of Error; Total: - Car, truck, or van:","Estimate; Total: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Car, truck, or van: - Drove alone","Estimate; Total: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Car, truck, or van: - Carpooled:","Estimate; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Public transportation (excluding taxicab):,Margin of Error; Total: - Public transportation (excluding taxicab):,Estimate; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Bicycle,Margin of Error; Total: - Bicycle,Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home,Estimate; Total: - Male:,Margin of Error; Total: - Male:,"Estimate; Total: - Male: - Car, truck, or van:","Margin of Error; Total: - Male: - Car, truck, or van:","Estimate; Total: - Male: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Male: - Car, truck, or van: - Drove alone","Estimate; Total: - Male: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled:","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Male: - Public transportation (excluding taxicab):,Margin of Error; Total: - Male: - Public transportation (excluding taxicab):,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Male: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Male: - Bicycle,Margin of Error; Total: - Male: - Bicycle,Estimate; Total: - Male: - Walked,Margin of Error; Total: - Male: - Walked,"Estimate; Total: - Male: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Male: - Taxicab, motorcycle, or other means",Estimate; Total: - Male: - Worked at home,Margin of Error; Total: - Male: - Worked at home,Estimate; Total: - Female:,Margin of Error; Total: - Female:,"Estimate; Total: - Female: - Car, truck, or van:","Margin of Error; Total: - Female: - Car, truck, or van:","Estimate; Total: - Female: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Female: - Car, truck, or van: - Drove alone","Estimate; Total: - Female: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled:","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Female: - Public transportation (excluding taxicab):,Margin of Error; Total: - Female: - Public transportation (excluding taxicab):,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Female: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Female: - Bicycle,Margin of Error; Total: - Female: - Bicycle,Estimate; Total: - Female: - Walked,Margin of Error; Total: - Female: - Walked,"Estimate; Total: - Female: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Female: - Taxicab, motorcycle, or other means",Estimate; Total: - Female: - Worked at home,Margin of Error; Total: - Female: - Worked at home
0500000US01073,01073,"Jefferson County, Alabama",285329,5736,270171,6434,239467,6503,30704,3819,25933,3413,3287,1262,1484,630,2573,1135,2573,1135,0,273,0,273,0,273,0,273,343,319,3418,984,779,509,8045,1528,144196,3575,136591,3816,122255,3713,14336,2439,12283,2056,1406,1037,647,397,1072,652,1072,652,0,273,0,273,0,273,0,273,160,261,1955,735,206,193,4212,1057,141133,4435,133580,4840,117212,4960,16368,2411,13650,2239,1881,709,837,449,1501,858,1501,858,0,273,0,273,0,273,0,273,183,173,1463,632,573,474,3833,976
0500000US01081,01081,"Lee County, Alabama",62343,2417,56719,2280,49822,2357,6897,1491,5631,1292,1072,570,194,159,478,379,478,379,0,273,0,273,0,273,0,273,792,387,2129,712,633,380,1592,669,33227,1830,30702,1706,26987,1605,3715,1088,3164,925,423,316,128,114,131,107,131,107,0,273,0,273,0,273,0,273,485,283,802,368,399,260,708,393,29116,1398,26017,1378,22835,1378,3182,939,2467,821,649,463,66,117,347,342,347,342,0,273,0,273,0,273,0,273,307,237,1327,564,234,277,884,443
0500000US01089,01089,"Madison County, Alabama",156671,4029,145609,4529,132367,4568,13242,2306,10394,1719,1055,540,1793,1408,925,636,925,636,0,273,0,273,0,273,0,273,0,273,2260,1283,1776,869,6101,1480,83480,2388,78390,2563,70934,2610,7456,1699,5285,1123,378,319,1793,1408,166,199,166,199,0,273,0,273,0,273,0,273,0,273,1261,903,441,266,3222,1097,73191,2962,67219,3366,61433,3235,5786,1180,5109,1018,677,415,0,273,759,640,759,640,0,273,0,273,0,273,0,273,0,273,999,581,1335,814,2879,909
0500000US01097,01097,"Mobile County, Alabama",168460,4831,158374,5087,138451,5759,19923,3103,13658,2449,2650,1038,3615,1631,1016,608,932,595,0,273,0,273,0,273,84,139,74,131,2608,1141,901,408,5487,1745,86961,3046,81971,3302,70122,3658,11849,2238,7595,1629,1312,712,2942,1411,342,275,342,275,0,273,0,273,0,273,0,273,74,131,1817,881,492,317,2265,1003,81499,3187,76403,3257,68329,3427,8074,1571,6063,1361,1338,670,673,419,674,450,590,428,0,273,0,273,0,273,84,139,0,273,791,510,409,289,3222,1192
0500000US01101,01101,"Montgomery County, Alabama",97809,3861,92834,3870,82036,4295,10798,1954,7351,1624,2334,821,1113,572,737,516,737,516,0,273,0,273,0,273,0,273,290,265,1012,587,415,354,2521,845,48758,2704,46212,2927,39637,3100,6575,1540,4203,1132,1736,760,636,405,311,291,311,291,0,273,0,273,0,273,0,273,290,265,582,598,253,319,1110,680,49051,2668,46622,2700,42399,2595,4223,931,3148,809,598,342,477,325,426,394,426,394,0,273,0,273,0,273,0,273,0,273,430,411,162,137,1411,591
0500000US01125,01125,"Tuscaloosa County, Alabama",83580,3855,78161,3863,70738,3776,7423,1991,5048,1858,1660,1000,715,339,579,398,579,398,0,273,0,273,0,273,0,273,418,398,1885,1290,555,465,1982,842,43431,2315,40863,2245,37433,2111,3430,1039,1728,879,1380,966,322,312,116,184,116,184,0,273,0,273,0,273,0,273,191,198,941,581,555,465,765,495,40149,2512,37298,2557,33305,2653,3993,1608,3320,1463,280,228,393,292,463,328,463,328,0,273,0,273,0,273,0,273,227,348,944,800,0,273,1217,604
0500000US02020,02020,"Anchorage Municipality, Alaska",150953,3858,134515,3978,113360,4680,21155,3422,17317,3114,2064,711,1774,1263,2004,794,2004,794,0,246,0,246,0,246,0,246,2268,898,2785,894,3881,1111,5500,1351,83578,2430,73930,2772,62361,3057,11569,2415,9449,2198,901,489,1219,1172,951,546,951,546,0,246,0,246,0,246,0,246,1903,808,1685,780,2812,936,2297,761,67375,3020,60585,3011,50999,3116,9586,1988,7868,1843,1163,484,555,387,1053,597,1053,597,0,246,0,246,0,246,0,246,365,288,1100,594,1069,539,3203,994
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",37880,2141,32728,1891,27341,1672,5387,1077,4616,1082,327,182,444,304,364,279,364,279,0,246,0,246,0,246,0,246,274,257,607,295,1603,529,2304,824,20306,1397,17134,1175,14508,1020,2626,628,2420,614,147,117,59,59,168,176,168,176,0,246,0,246,0,246,0,246,195,178,316,195,1201,438,1292,593,17574,1220,15594,1224,12833,1122,2761,660,2196,643,180,148,385,290,196,205,196,205,0,246,0,246,0,246,0,246,79,123,291,241,402,276,1012,489
0500000US04005,04005,"Coconino County, Arizona",57708,3890,46587,3709,37980,3055,8607,1985,6850,1789,697,340,1060,723,1005,490,1005,490,0,305,0,305,0,305,0,305,1815,911,4402,1343,207,177,3692,1032,28766,2498,23455,2512,19588,2092,3867,1137,2800,926,288,206,779,667,316,214,316,214,0,305,0,305,0,305,0,305,1237,725,2012,902,98,124,1648,664,28942,2101,23132,1986,18392,1615,4740,1313,4050,1235,409,289,281,263,689,486,689,486,0,305,0,305,0,305,0,305,578,384,2390,908,109,131,2044,728
0500000US04013,04013,"Maricopa County, Arizona",1647827,13913,1457391,13483,1261827,13699,195564,8770,159015,7308,21519,3241,15030,2748,34975,3844,31410,3760,1742,786,936,550,887,615,0,305,10233,1694,24428,3507,22905,3376,97895,5202,889813,9748,776682,9911,675750,10474,100932,5750,81280,4611,11037,2666,8615,1704,18862,2898,16978,2723,884,540,475,404,525,481,0,305,8495,1578,13550,2469,17056,2633,55168,3714,758014,9352,680709,8919,586077,9669,94632,5748,77735,5322,10482,1736,6415,1666,16113,2210,14432,2064,858,601,461,387,362,409,0,305,1738,623,10878,2258,5849,1641,42727,3408
0500000US04019,04019,"Pima County, Arizona",410551,8502,354807,8164,316003,7732,38804,4474,30405,3802,4475,1101,3924,1346,8246,1676,8246,1676,0,305,0,305,0,305,0,305,7055,1570,9258,1766,8164,1899,23021,3557,213393,5896,183552,5988,164421,6057,19131,2432,15025,2149,1836,699,2270,901,4191,879,4191,879,0,305,0,305,0,305,0,305,4722,1466,4375,1259,5659,1589,10894,1511,197158,5832,171255,5595,151582,4570,19673,2774,15380,2456,2639,713,1654,719,4055,1201,4055,1201,0,305,0,305,0,305,0,305,2333,682,4883,1181,2505,962,12127,3188
0500000US04021,04021,"Pinal County, Arizona",130103,5574,116161,5610,101653,5635,14508,2222,11853,2152,1301,700,1354,609,490,441,490,441,0,305,0,305,0,305,0,305,317,288,1621,630,2952,1779,8562,1868,69919,4361,61432,4150,54779,4072,6653,1458,5364,1348,638,404,651,391,312,396,312,396,0,305,0,305,0,305,0,305,76,127,893,464,1991,1429,5215,1431,60184,3435,54729,3067,46874,3309,7855,1700,6489,1635,663,501,703,404,178,219,178,219,0,305,0,305,0,305,0,305,241,262,728,501,961,863,3347,1071
0500000US04027,04027,"Yuma County, Arizona",69289,3371,62894,3209,52063,3105,10831,2352,9035,2167,882,484,914,811,1208,538,1208,538,0,305,0,305,0,305,0,305,409,428,1354,732,955,618,2469,946,39113,2233,35246,2171,28299,2013,6947,1596,5574,1401,727,465,646,673,435,298,435,298,0,305,0,305,0,305,0,305,369,421,738,644,686,510,1639,672,30176,2366,27648,2338,23764,2250,3884,1198,3461,1091,155,162,268,317,773,478,773,478,0,305,0,305,0,305,0,305,40,67,616,353,269,239,830,529
0500000US05007,05007,"Benton County, Arkansas",100592,3815,93260,3925,83677,4388,9583,2407,6172,1447,2409,1768,1002,646,150,291,0,273,0,273,150,291,0,273,0,273,65,107,1842,903,1820,765,3455,1226,53939,2333,49664,2522,44036,3111,5628,1914,3454,903,1761,1714,413,383,150,291,0,273,0,273,150,291,0,273,0,273,0,273,607,448,1484,743,2034,773,46653,2632,43596,2586,39641,2469,3955,1043,2718,873,648,320,589,411,0,273,0,273,0,273,0,273,0,273,0,273,65,107,1235,775,336,268,1421,632
0500000US05119,05119,"Pulaski County, Arkansas",177340,5506,167700,5617,149201,6036,18499,2930,15709,2738,1867,1014,923,463,1225,587,1171,583,54,91,0,273,0,273,0,273,168,163,2460,862,1465,702,4322,1180,88538,4304,83655,4428,73563,4456,10092,2067,8772,1940,789,662,531,273,600,434,600,434,0,273,0,273,0,273,0,273,57,98,1491,707,776,475,1959,586,88802,3447,84045,3805,75638,3958,8407,1456,6937,1343,1078,507,392,364,625,357,571,356,54,91,0,273,0,273,0,273,111,186,969,492,689,514,2363,798
0500000US05143,05143,"Washington County, Arkansas",93974,3758,85543,3519,71552,3309,13991,2209,11172,2204,1835,760,984,505,1308,814,1308,814,0,273,0,273,0,273,0,273,144,173,3275,1222,796,403,2908,1077,49804,2259,44910,2281,39320,2264,5590,1287,4326,1132,761,432,503,435,658,542,658,542,0,273,0,273,0,273,0,273,144,173,1632,731,625,321,1835,881,44170,2491,40633,2369,32232,2162,8401,1633,6846,1562,1074,580,481,430,650,473,650,473,0,273,0,273,0,273,0,273,0,273,1643,794,171,247,1073,483
0500000US06001,06001,"Alameda County, California",678334,9174,527248,9539,453968,10111,73280,4848,56302,4490,11890,1674,5088,1135,73343,5113,25375,3365,905,455,39475,3706,6585,1657,1003,522,9533,1736,21839,3368,6119,1193,40252,3780,355892,6944,279535,6527,242601,7044,36934,3262,29113,2914,5605,1170,2216,633,35876,3349,11204,2008,584,361,20500,2539,3063,1127,525,288,6893,1207,10508,2337,3533,920,19547,2250,322442,5865,247713,6064,211367,5808,36346,3156,27189,2899,6285,1166,2872,937,37467,3299,14171,2254,321,220,18975,2116,3522,1133,478,412,2640,949,11331,2260,2586,797,20705,2503
0500000US06007,06007,"Butte County, California",83746,3503,72894,3385,60020,3462,12874,1971,10286,1774,1753,724,835,688,970,874,970,874,0,294,0,294,0,294,0,294,2292,1027,2463,946,753,597,4374,884,44811,2649,37960,2454,30747,2418,7213,1369,6163,1363,649,385,401,375,796,835,796,835,0,294,0,294,0,294,0,294,1689,876,1352,668,337,299,2677,805,38935,2347,34934,2502,29273,2337,5661,1206,4123,1016,1104,572,434,365,174,203,174,203,0,294,0,294,0,294,0,294,603,364,1111,642,416,394,1697,543
